,SEX,AGE,y_true,y_pred
2631,2,29,1,0
2632,2,28,0,0
2633,2,54,0,0
2634,1,41,0,0
2635,2,32,0,0
2636,2,32,0,0
2637,1,26,1,0
2638,2,28,1,1
2639,2,47,1,0
2640,2,32,0,0
2641,2,36,1,0
2642,2,42,0,0
2643,2,25,0,1
2644,2,55,0,0
2645,1,31,0,0
2646,1,29,0,0
2647,2,23,0,0
2648,2,22,1,0
2649,2,39,0,0
2650,2,38,0,0
2651,2,40,0,0
2652,2,36,0,0
2653,1,32,0,0
2654,1,57,0,0
2655,2,23,0,0
2656,2,35,1,1
2657,2,23,1,1
2658,2,33,1,0
2659,2,43,0,0
2660,2,44,0,0
2661,2,48,0,0
2662,1,32,1,0
2663,2,26,0,0
2664,1,32,1,0
2665,1,39,0,0
2666,1,42,0,0
2667,2,44,1,0
2668,2,41,1,1
2669,1,35,1,0
2670,2,28,0,0
2671,2,30,0,0
2672,2,43,0,0
2673,1,46,1,0
2674,1,26,0,0
2675,1,24,1,1
2676,2,51,1,0
2677,1,29,0,0
2678,1,36,0,0
2679,1,31,0,0
2680,2,24,0,0
2681,1,38,0,0
2682,1,43,0,0
2683,2,44,1,0
2684,2,31,0,0
2685,2,34,0,0
2686,2,25,0,0
2687,2,39,1,1
2688,2,30,1,1
2689,2,32,1,1
2690,2,36,0,0
2691,1,28,0,1
2692,1,38,0,0
2693,1,31,0,0
2694,2,36,1,0
2695,2,41,1,0
2696,2,46,0,0
2697,2,27,0,0
2698,2,27,0,0
2699,2,49,0,0
2700,2,29,1,1
2701,2,34,1,0
2702,1,23,1,0
2703,1,27,0,0
2704,2,22,0,0
2705,1,31,1,0
2706,1,31,1,0
2707,2,56,1,0
2708,2,43,0,0
2709,2,27,0,0
2710,2,36,0,0
2711,2,34,0,0
2712,1,50,0,0
2713,2,27,1,0
2714,2,35,0,0
2715,1,26,0,0
2716,1,53,1,0
2717,2,34,0,0
2718,1,23,0,0
2719,1,26,0,0
2720,2,31,0,0
2721,1,31,0,0
2722,1,30,0,0
2723,2,26,0,0
2724,2,29,0,0
2725,2,35,0,0
2726,2,27,0,0
2727,1,51,1,0
2728,1,24,1,0
2729,2,25,0,0
2730,1,32,0,0
2731,2,30,0,0
2732,2,61,0,0
2733,2,34,0,0
2734,1,36,0,0
2735,1,40,0,0
2736,2,30,0,0
2737,1,29,0,0
2738,2,33,0,0
2739,1,38,0,0
2740,1,29,0,0
2741,2,32,1,1
2742,2,26,0,0
2743,1,52,0,1
2744,2,48,1,0
2745,2,36,0,0
2746,2,51,1,0
2747,1,34,1,1
2748,2,42,0,0
2749,2,39,0,0
2750,1,36,0,0
2751,2,26,0,0
2752,2,24,0,0
2753,2,39,0,0
2754,1,39,0,0
2755,2,40,0,0
2756,2,35,0,0
2757,2,30,0,1
2758,2,45,0,0
2759,2,40,0,0
2760,1,43,0,0
2761,2,27,0,0
2762,2,29,1,1
2763,2,23,0,0
2764,2,25,1,1
2765,2,44,0,0
2766,2,41,0,0
2767,1,25,0,0
2768,2,26,0,0
2769,1,33,0,0
2770,2,39,0,0
2771,1,26,0,0
2772,2,31,0,0
2773,1,36,1,1
2774,2,38,0,0
2775,2,44,0,0
2776,2,52,0,0
2777,2,24,0,0
2778,1,24,1,0
2779,1,29,1,1
2780,2,37,1,0
2781,1,41,0,1
2782,1,43,0,0
2783,1,56,0,0
2784,1,31,1,0
2785,1,40,0,0
2786,1,41,0,0
2787,2,24,0,0
2788,2,48,0,0
2789,2,34,0,0
2790,2,36,0,0
2791,1,47,1,0
2792,2,25,1,0
2793,2,29,0,0
2794,2,42,0,0
2795,1,40,0,0
2796,1,28,0,0
2797,1,26,0,0
2798,2,43,0,0
2799,1,29,0,0
2800,2,30,0,0
2801,2,29,1,0
2802,1,36,0,0
2803,2,22,1,0
2804,1,37,1,1
2805,2,26,0,0
2806,1,41,0,0
2807,1,40,0,0
2808,2,42,0,0
2809,2,44,0,0
2810,2,26,0,0
2811,1,36,1,0
2812,2,52,0,0
2813,1,44,0,0
2814,1,30,1,0
2815,1,24,0,0
2816,2,28,1,0
2817,2,37,0,0
2818,1,38,0,0
2819,2,56,1,0
2820,2,36,0,0
2821,1,29,0,0
2822,1,38,0,0
2823,2,22,0,0
2824,2,50,1,0
2825,2,43,0,0
2826,2,30,0,0
2827,2,39,0,0
2828,1,35,0,0
2829,1,39,0,0
2830,2,34,0,0
2831,2,52,0,0
2832,1,30,0,0
2833,1,24,0,0
2834,1,61,0,0
2835,1,41,0,0
2836,1,34,0,0
2837,1,37,0,0
2838,2,27,0,0
2839,2,53,0,0
2840,1,36,1,0
2841,1,44,1,0
2842,1,45,0,0
2843,1,33,0,0
2844,1,56,0,0
2845,1,37,0,0
2846,1,33,0,0
2847,1,32,0,0
2848,1,39,0,1
2849,2,27,0,0
2850,1,27,0,0
2851,2,29,0,0
2852,2,41,0,0
2853,1,58,0,0
2854,1,24,0,0
2855,2,43,0,0
2856,2,43,1,1
2857,1,28,0,0
2858,1,27,0,0
2859,2,40,1,0
2860,2,52,0,0
2861,2,46,1,0
2862,2,25,0,0
2863,2,26,1,0
2864,1,28,0,0
2865,2,27,1,0
2866,2,23,0,0
2867,2,30,0,0
2868,1,27,0,0
2869,2,26,1,0
2870,2,34,0,0
2871,2,29,1,0
2872,2,33,0,0
2873,2,40,0,1
2874,2,37,0,0
2875,1,33,0,0
2876,2,39,0,0
2877,2,57,0,0
2878,1,37,0,0
2879,2,40,0,0
2880,1,33,0,0
2881,2,31,0,0
2882,2,44,0,0
2883,1,25,0,0
2884,2,36,0,0
2885,2,37,0,0
2886,2,25,0,0
2887,1,39,0,0
2888,2,35,0,0
2889,2,29,0,0
2890,2,55,0,0
2891,1,35,1,0
2892,2,33,1,0
2893,1,35,1,1
2894,2,33,0,0
2895,2,47,0,0
2896,1,65,1,1
2897,2,48,0,0
2898,1,31,0,0
2899,2,22,1,1
2900,2,48,1,1
2901,2,36,0,0
2902,2,34,0,0
2903,2,34,0,0
2904,2,51,0,0
2905,2,32,0,0
2906,2,24,0,0
2907,2,36,0,0
2908,1,32,1,0
2909,2,30,0,0
2910,2,53,1,0
2911,1,27,0,0
2912,2,49,0,0
2913,1,31,0,0
2914,2,43,0,0
2915,2,31,0,0
2916,1,43,0,0
2917,2,34,0,0
2918,1,31,0,0
2919,1,38,0,0
2920,1,27,0,0
2921,2,24,0,1
2922,2,37,1,0
2923,2,41,0,0
2924,2,29,0,0
2925,1,26,0,0
2926,1,38,0,0
2927,2,36,0,0
2928,1,45,0,0
2929,2,22,1,1
2930,1,57,0,0
2931,2,46,1,1
2932,2,25,0,0
2933,2,30,0,0
2934,1,35,0,0
2935,2,47,1,1
2936,1,27,0,0
2937,2,27,0,0
2938,2,24,0,0
2939,2,32,0,0
2940,1,50,0,0
2941,2,54,0,0
2942,2,22,1,0
2943,1,56,1,1
2944,2,40,0,1
2945,2,42,1,1
2946,2,26,0,0
2947,1,33,0,0
2948,1,35,0,0
2949,2,41,0,0
2950,2,35,1,0
2951,2,43,1,1
2952,1,39,1,0
2953,2,44,0,0
2954,2,33,0,0
2955,1,25,0,0
2956,1,30,0,0
2957,1,29,0,0
2958,1,35,0,0
2959,1,27,1,1
2960,1,44,0,0
2961,1,52,0,1
2962,1,36,1,1
2963,2,38,0,0
2964,2,26,1,0
2965,2,35,0,0
2966,2,31,0,0
2967,1,56,1,0
2968,2,33,0,0
2969,2,27,0,0
2970,1,38,0,0
2971,2,42,0,0
2972,2,36,1,0
2973,2,35,0,0
2974,2,53,0,0
2975,1,27,0,0
2976,1,31,0,0
2977,2,32,0,0
2978,1,38,1,0
2979,1,27,0,0
2980,2,39,0,0
2981,1,33,0,0
2982,2,54,1,0
2983,2,28,0,0
2984,1,51,0,0
2985,2,36,0,0
2986,2,36,1,1
2987,2,33,0,0
2988,1,33,0,0
2989,2,34,0,0
2990,2,27,0,0
2991,2,30,0,0
2992,1,43,0,0
2993,1,31,0,0
2994,2,37,0,0
2995,2,29,0,0
2996,2,28,0,0
2997,1,33,0,0
2998,2,27,0,0
2999,2,41,0,0
3000,2,26,0,0
3001,1,47,0,0
3002,2,23,1,1
3003,2,31,0,0
3004,1,54,0,0
3005,2,42,0,0
3006,2,30,1,0
3007,1,26,1,0
3008,1,34,0,0
3009,1,29,0,0
3010,1,32,0,0
3011,2,30,0,0
3012,2,28,0,0
3013,1,26,0,0
3014,1,40,0,0
3015,1,31,0,0
3016,1,27,1,1
3017,2,41,0,0
3018,2,38,0,0
3019,2,24,0,0
3020,2,41,0,0
3021,2,25,0,0
3022,2,51,0,0
3023,1,41,1,0
3024,1,41,0,0
3025,1,54,0,0
3026,1,28,0,0
3027,1,33,1,0
3028,2,24,0,0
3029,2,38,1,1
3030,1,37,0,0
3031,2,26,0,0
3032,1,29,0,0
3033,1,51,0,0
3034,1,30,1,0
3035,1,31,0,0
3036,1,39,0,0
3037,1,34,0,0
3038,1,56,1,1
3039,1,42,1,0
3040,2,50,1,1
3041,2,27,0,0
3042,2,35,0,0
3043,1,31,1,0
3044,1,52,0,0
3045,2,43,1,0
3046,2,39,0,0
3047,1,28,0,0
3048,1,31,0,0
3049,2,55,0,0
3050,1,25,0,0
3051,1,31,1,1
3052,2,41,0,0
3053,2,29,0,0
3054,2,24,0,0
3055,1,39,0,0
3056,1,46,0,0
3057,2,24,0,0
3058,2,29,0,0
3059,2,27,0,0
3060,2,32,1,1
3061,2,44,1,0
3062,1,47,1,0
3063,1,43,1,0
3064,2,23,0,0
3065,2,38,1,0
3066,1,34,0,0
3067,2,37,0,0
3068,2,42,1,0
3069,1,31,1,0
3070,2,28,0,0
3071,2,43,0,0
3072,2,35,0,0
3073,1,29,0,0
3074,2,39,1,1
3075,2,27,0,0
3076,1,26,1,0
3077,2,33,1,0
3078,2,37,0,0
3079,2,37,0,0
3080,2,36,0,0
3081,2,37,0,0
3082,2,35,0,0
3083,2,22,1,0
3084,2,26,1,0
3085,1,33,0,0
3086,2,24,0,0
3087,2,36,0,0
3088,1,42,1,0
3089,1,23,0,1
3090,2,29,1,0
3091,2,34,1,0
3092,2,39,0,0
3093,1,32,1,0
3094,1,28,1,0
3095,2,22,1,0
3096,1,25,1,0
3097,1,31,0,0
3098,2,22,0,0
3099,2,24,0,0
3100,2,44,0,0
3101,2,42,1,1
3102,2,23,0,0
3103,2,37,0,0
3104,2,33,0,0
3105,2,48,0,0
3106,1,42,1,0
3107,1,34,0,0
3108,1,25,0,0
3109,2,46,0,0
3110,2,27,1,0
3111,2,38,1,1
3112,1,29,1,0
3113,2,28,0,0
3114,2,30,0,0
3115,2,34,0,0
3116,1,35,0,0
3117,2,42,0,0
3118,2,29,0,0
3119,2,63,0,0
3120,1,32,0,0
3121,1,34,1,0
3122,1,67,0,0
3123,2,26,0,0
3124,1,29,1,1
3125,2,26,0,0
3126,1,41,0,0
3127,1,39,0,0
3128,2,28,0,1
3129,2,47,1,1
3130,1,28,0,0
3131,1,44,0,0
3132,2,34,0,0
3133,2,42,0,0
3134,2,33,0,0
3135,1,46,0,0
3136,2,29,1,0
3137,2,32,0,0
3138,2,26,0,0
3139,2,30,0,0
3140,1,45,1,1
3141,1,52,0,0
3142,2,30,0,0
3143,1,38,0,0
3144,2,26,0,1
3145,1,30,0,0
3146,1,23,0,1
3147,2,34,0,0
3148,2,31,0,0
3149,2,36,0,1
3150,2,36,0,0
3151,2,24,0,0
3152,1,40,0,0
3153,2,33,0,0
3154,1,39,0,0
3155,2,38,0,0
3156,2,28,0,0
3157,2,30,1,0
3158,2,48,1,0
3159,2,41,1,0
3160,2,28,1,1
3161,2,38,0,0
3162,2,30,1,0
3163,1,47,0,0
3164,2,49,1,1
3165,2,39,0,0
3166,2,33,0,0
3167,2,25,1,1
3168,1,32,0,0
3169,1,39,0,0
3170,1,42,0,0
3171,2,43,0,0
3172,1,34,1,0
3173,1,41,0,0
3174,2,37,0,0
3175,1,34,0,0
3176,2,52,0,0
3177,1,34,0,0
3178,2,23,0,0
3179,2,26,0,0
3180,1,39,0,0
3181,2,29,0,0
3182,1,27,0,0
3183,2,24,1,1
3184,2,60,1,0
3185,2,30,0,1
3186,1,26,0,0
3187,1,37,0,0
3188,2,38,0,0
3189,1,41,0,0
3190,2,25,1,0
3191,2,40,0,0
3192,1,44,1,0
3193,2,48,0,0
3194,2,47,0,0
3195,2,29,0,0
3196,2,35,0,0
3197,1,52,0,1
3198,2,26,0,0
3199,2,38,0,0
3200,2,33,1,0
3201,1,32,0,0
3202,1,39,0,0
3203,2,40,0,0
3204,2,28,0,0
3205,2,48,0,0
3206,2,29,0,0
3207,2,40,0,0
3208,2,46,0,0
3209,1,36,0,0
3210,1,28,0,0
3211,2,31,0,0
3212,2,36,0,0
3213,1,28,0,0
3214,1,44,0,0
3215,2,42,0,0
3216,2,40,0,0
3217,1,27,1,1
3218,1,26,1,1
3219,2,35,0,0
3220,2,36,0,0
3221,2,34,0,0
3222,2,22,0,0
3223,1,37,0,0
3224,2,40,0,0
3225,2,39,0,0
3226,2,39,0,0
3227,2,53,0,0
3228,2,29,0,0
3229,2,39,1,0
3230,2,31,0,0
3231,2,35,0,0
3232,1,49,0,0
3233,1,31,1,0
3234,2,22,0,0
3235,2,31,0,0
3236,2,29,0,0
3237,2,40,0,0
3238,1,30,0,0
3239,2,50,0,0
3240,2,31,0,0
3241,1,31,0,0
3242,2,39,1,0
3243,2,53,0,1
3244,2,40,0,0
3245,1,44,0,0
3246,1,31,0,0
3247,2,46,0,0
3248,1,55,1,0
3249,1,27,0,0
3250,2,32,0,0
3251,1,33,1,0
3252,2,28,0,0
3253,2,34,0,0
3254,1,40,0,0
3255,1,28,1,1
3256,1,63,0,0
3257,1,38,0,0
3258,2,33,0,0
3259,2,34,0,0
3260,1,53,1,0
3261,1,32,1,0
3262,2,35,1,0
3263,1,45,0,0
3264,1,29,0,0
3265,2,56,0,0
3266,2,42,1,1
3267,1,48,0,0
3268,1,28,0,0
3269,2,33,0,0
3270,1,57,0,0
3271,1,31,0,0
3272,2,39,0,0
3273,2,27,0,0
3274,1,33,0,0
3275,2,29,0,0
3276,1,40,0,0
3277,2,35,0,0
3278,2,44,1,0
3279,2,43,0,0
3280,2,32,0,0
3281,2,30,0,0
3282,2,39,0,0
3283,2,24,0,0
3284,1,38,1,0
3285,2,25,0,0
3286,2,55,0,1
3287,2,22,0,0
3288,2,28,0,0
3289,1,30,1,1
3290,2,27,1,0
3291,2,31,1,1
3292,1,28,0,0
3293,2,33,0,0
3294,2,25,0,0
3295,2,39,0,0
3296,2,23,1,0
3297,1,57,0,0
3298,1,44,0,0
3299,2,42,0,0
3300,2,29,0,0
3301,1,31,1,1
3302,2,35,0,0
3303,2,43,1,1
3304,2,40,0,0
3305,1,29,1,0
3306,2,37,0,0
3307,2,49,0,0
3308,1,48,0,0
3309,1,30,0,0
3310,1,29,0,0
3311,2,60,1,0
3312,1,29,1,0
3313,1,34,0,0
3314,2,24,0,0
3315,2,23,0,0
3316,1,34,0,0
3317,2,31,0,0
3318,2,36,0,0
3319,1,39,0,0
3320,2,46,0,0
3321,1,44,0,0
3322,1,39,0,0
3323,2,48,0,0
3324,2,26,1,0
3325,1,28,0,0
3326,2,40,1,0
3327,2,29,0,0
3328,1,29,1,0
3329,1,34,1,0
3330,2,41,0,0
3331,1,47,0,0
3332,2,33,0,0
3333,1,26,0,0
3334,2,57,0,0
3335,1,30,0,0
3336,2,40,0,0
3337,2,54,0,0
3338,1,44,0,0
3339,1,41,0,0
3340,2,41,0,0
3341,2,49,0,0
3342,1,35,0,0
3343,2,28,0,0
3344,2,31,0,0
3345,2,36,0,0
3346,1,35,0,0
3347,1,26,1,0
3348,2,25,0,1
3349,2,23,1,1
3350,2,42,0,0
3351,1,23,1,1
3352,1,38,0,0
3353,2,37,0,0
3354,1,27,0,0
3355,1,32,0,0
3356,2,26,1,1
3357,1,53,0,0
3358,1,44,1,0
3359,2,24,0,0
3360,2,44,0,0
3361,2,41,0,0
3362,1,45,0,0
3363,1,37,0,0
3364,1,33,0,0
3365,2,25,0,0
3366,2,36,1,0
3367,2,22,1,0
3368,2,33,0,0
3369,2,42,1,0
3370,1,44,1,0
3371,1,42,0,0
3372,2,28,1,0
3373,2,38,1,0
3374,1,29,0,0
3375,2,26,1,0
3376,2,44,0,0
3377,2,24,1,1
3378,2,29,0,0
3379,1,29,0,0
3380,2,53,0,0
3381,2,33,0,0
3382,1,45,0,0
3383,2,48,0,0
3384,1,30,0,0
3385,1,29,1,1
3386,2,54,0,0
3387,2,27,0,0
3388,1,26,0,0
3389,2,56,1,0
3390,1,24,1,0
3391,2,22,0,0
3392,1,53,0,0
3393,2,24,0,0
3394,2,41,0,0
3395,1,32,0,0
3396,1,38,0,0
3397,1,37,0,0
3398,2,30,0,0
3399,2,52,0,0
3400,2,29,0,0
3401,2,35,0,0
3402,2,23,1,0
3403,2,47,0,0
3404,2,36,0,0
3405,2,33,0,0
3406,2,26,0,0
3407,2,39,0,0
3408,1,45,0,0
3409,1,36,0,0
3410,2,32,0,0
3411,2,49,1,0
3412,2,28,0,0
3413,1,30,0,0
3414,2,28,0,0
3415,2,25,0,0
3416,1,32,1,1
3417,2,55,0,0
3418,1,31,0,0
3419,2,43,0,0
3420,2,49,0,0
3421,1,45,0,0
3422,2,37,0,0
3423,2,38,1,0
3424,1,28,0,0
3425,2,30,0,0
3426,1,27,0,0
3427,2,26,0,0
3428,2,39,1,1
3429,2,36,1,0
3430,2,31,0,0
3431,1,57,1,0
3432,1,41,0,0
3433,1,33,1,1
3434,2,32,1,0
3435,1,41,0,0
3436,1,48,0,0
3437,1,33,0,0
3438,2,24,0,0
3439,2,31,0,0
3440,2,24,0,0
3441,1,27,0,1
3442,1,50,0,0
3443,2,23,1,0
3444,2,38,0,0
3445,1,42,0,0
3446,2,28,0,0
3447,2,29,0,0
3448,2,27,1,0
3449,1,42,0,0
3450,2,24,1,1
3451,2,37,0,0
3452,1,26,1,0
3453,1,45,0,0
3454,2,50,0,0
3455,2,50,0,0
3456,2,32,0,0
3457,1,58,0,0
3458,2,33,0,0
3459,2,54,0,0
3460,1,35,0,0
3461,2,29,1,0
3462,1,25,0,0
3463,1,38,0,0
3464,2,24,0,0
3465,2,35,0,0
3466,1,40,0,0
3467,1,28,1,0
3468,1,33,0,0
3469,1,40,0,0
3470,2,22,1,1
3471,2,25,0,0
3472,2,41,1,1
3473,2,29,0,0
3474,2,28,0,0
3475,1,25,0,0
3476,1,36,0,0
3477,1,23,1,0
3478,2,33,0,0
3479,2,33,0,0
3480,2,37,0,0
3481,1,62,0,0
3482,2,52,0,0
3483,1,30,0,0
3484,2,35,0,0
3485,1,33,0,1
3486,1,40,1,0
3487,1,29,1,0
3488,1,36,0,0
3489,1,46,0,0
3490,2,41,0,0
3491,2,32,0,0
3492,2,41,1,0
3493,2,46,0,0
3494,1,35,0,0
3495,2,31,1,0
3496,1,29,0,0
3497,2,22,0,0
3498,1,28,0,0
3499,2,34,0,0
3500,2,37,0,0
3501,2,23,0,0
3502,2,21,0,0
3503,2,42,0,1
3504,1,34,0,0
3505,2,30,0,0
3506,1,27,1,0
3507,2,25,0,0
3508,2,27,1,1
3509,2,23,0,0
3510,2,24,0,0
3511,2,31,0,0
3512,2,44,0,0
3513,2,57,0,0
3514,2,32,0,0
3515,2,38,0,0
3516,2,34,0,0
3517,1,33,0,0
3518,1,43,1,0
3519,1,50,0,0
3520,2,30,0,0
3521,1,30,1,0
3522,2,45,0,0
3523,2,21,0,0
3524,2,45,0,0
3525,2,31,1,0
3526,1,45,0,0
3527,2,48,0,0
3528,2,31,0,0
3529,2,26,0,0
3530,2,24,0,0
3531,2,40,0,0
3532,2,30,0,0
3533,1,38,0,0
3534,1,27,0,0
3535,1,26,1,0
3536,1,37,0,0
3537,1,44,1,0
3538,1,25,0,0
3539,2,30,0,0
3540,1,56,1,0
3541,2,23,0,0
3542,1,35,0,0
3543,2,49,0,1
3544,2,43,1,0
3545,1,35,0,0
3546,2,30,0,0
3547,1,26,1,0
3548,2,24,0,1
3549,2,40,0,0
3550,2,36,0,0
3551,1,53,0,0
3552,1,35,0,0
3553,2,27,0,0
3554,2,38,0,0
3555,2,24,1,0
3556,2,39,0,0
3557,2,31,0,0
3558,2,37,0,0
3559,2,39,0,0
3560,1,24,0,0
3561,1,30,1,0
3562,1,33,0,0
3563,2,27,0,0
3564,1,46,1,0
3565,2,43,0,0
3566,2,22,0,0
3567,2,33,0,0
3568,1,43,0,0
3569,2,37,1,1
3570,2,38,0,0
3571,2,24,0,0
3572,1,29,0,0
3573,2,33,0,0
3574,2,25,0,0
3575,2,23,0,0
3576,1,40,0,0
3577,2,57,0,0
3578,1,35,0,0
3579,2,22,0,0
3580,1,46,1,1
3581,2,29,0,0
3582,1,47,0,0
3583,2,33,1,1
3584,1,58,0,0
3585,1,36,0,0
3586,2,43,1,1
3587,1,33,0,0
3588,1,26,1,0
3589,1,36,0,0
3590,2,33,0,0
3591,2,25,0,0
3592,1,26,0,0
3593,2,39,0,0
3594,2,30,0,0
3595,1,33,0,0
3596,1,30,0,0
3597,2,31,1,0
3598,1,23,0,0
3599,2,27,1,1
3600,2,34,0,0
3601,2,29,0,0
3602,1,21,1,0
3603,1,30,0,0
3604,2,29,0,0
3605,1,27,0,0
3606,1,25,1,0
3607,2,40,0,0
3608,2,36,1,1
3609,2,36,0,0
3610,2,39,0,0
3611,2,24,0,0
3612,2,30,0,0
3613,1,41,0,0
3614,1,24,0,0
3615,1,46,1,0
3616,1,28,1,0
3617,2,38,0,0
3618,1,41,0,0
3619,2,38,1,0
3620,1,23,1,0
3621,2,42,0,0
3622,1,36,0,0
3623,2,29,0,0
3624,1,36,0,0
3625,1,37,0,0
3626,1,51,1,1
3627,1,29,0,0
3628,1,35,0,0
3629,2,51,0,0
3630,1,33,0,0
3631,1,31,0,0
3632,2,32,0,0
3633,1,39,0,0
3634,2,30,0,0
3635,2,46,1,0
3636,2,22,0,0
3637,1,30,1,0
3638,2,36,0,0
3639,1,45,0,0
3640,1,36,0,0
3641,2,46,0,0
3642,1,33,1,0
3643,2,45,1,0
3644,2,54,0,0
3645,2,27,0,0
3646,2,32,0,0
3647,2,22,0,1
3648,2,30,0,0
3649,1,23,0,0
3650,2,36,0,0
3651,1,35,0,0
3652,2,24,0,0
3653,1,36,0,0
3654,2,40,0,0
3655,2,43,0,0
3656,2,32,0,0
3657,2,34,0,0
3658,2,51,0,0
3659,2,33,0,0
3660,2,42,1,1
3661,2,26,0,0
3662,1,39,0,0
3663,2,49,1,0
3664,2,24,0,0
3665,2,32,1,1
3666,1,35,1,0
3667,2,23,0,0
3668,1,28,0,0
3669,1,46,0,0
3670,1,36,1,0
3671,1,26,0,0
3672,2,49,0,0
3673,2,22,1,1
3674,2,38,0,0
3675,1,37,0,0
3676,2,35,0,0
3677,2,56,0,0
3678,1,47,0,0
3679,2,40,0,0
3680,1,38,0,0
3681,1,41,0,0
3682,2,25,0,0
3683,2,35,0,0
3684,2,51,1,0
3685,1,25,0,0
3686,2,34,0,0
3687,2,27,1,0
3688,1,41,0,0
3689,2,35,0,0
3690,2,30,0,0
3691,2,31,1,1
3692,2,34,0,0
3693,2,53,0,0
3694,2,28,0,0
3695,2,51,0,0
3696,2,35,0,0
3697,1,38,1,1
3698,2,49,1,0
3699,2,26,0,0
3700,2,24,0,0
3701,2,46,0,0
3702,1,48,1,1
3703,1,29,1,1
3704,2,51,0,0
3705,2,34,0,0
3706,1,36,0,0
3707,1,46,1,0
3708,1,48,1,1
3709,1,48,0,0
3710,2,29,0,0
3711,2,38,0,0
3712,1,31,0,0
3713,2,28,0,0
3714,2,26,0,0
3715,2,48,0,0
3716,1,30,1,0
3717,2,28,1,1
3718,2,36,1,1
3719,2,27,1,1
3720,2,40,0,0
3721,2,26,1,0
3722,2,36,0,0
3723,1,27,0,0
3724,2,28,0,0
3725,1,38,0,0
3726,2,23,0,1
3727,2,51,0,0
3728,2,32,0,0
3729,2,31,0,0
3730,2,34,0,0
3731,1,23,0,0
3732,2,36,0,0
3733,2,38,0,0
3734,1,31,1,1
3735,2,38,0,1
3736,1,36,1,0
3737,2,29,0,0
3738,2,31,0,0
3739,2,39,1,1
3740,1,39,0,0
3741,2,36,1,0
3742,1,38,0,0
3743,1,34,0,0
3744,1,50,0,0
3745,1,28,0,0
3746,1,25,0,1
3747,2,36,0,1
3748,2,37,0,0
3749,1,32,1,0
3750,1,24,0,0
3751,2,27,1,0
3752,2,31,0,0
3753,2,30,0,1
3754,2,42,0,0
3755,2,29,1,0
3756,2,44,0,0
3757,2,28,0,0
3758,2,27,0,0
3759,2,25,1,0
3760,1,32,0,0
3761,1,28,0,0
3762,2,58,0,0
3763,2,38,0,0
3764,1,29,0,1
3765,2,26,1,0
3766,2,27,0,0
3767,2,48,0,0
3768,1,43,0,0
3769,1,25,0,0
3770,1,45,0,0
3771,2,44,0,0
3772,2,50,0,0
3773,2,38,0,0
3774,1,33,0,0
3775,1,25,0,0
3776,2,24,0,0
3777,2,44,0,0
3778,1,32,0,1
3779,2,46,0,0
3780,1,37,0,0
3781,2,34,1,0
3782,2,24,0,0
3783,1,31,0,0
3784,2,24,1,0
3785,1,40,0,0
3786,1,31,0,0
3787,2,27,0,0
3788,2,55,0,0
3789,2,26,0,0
3790,1,38,1,0
3791,1,35,0,0
3792,2,25,0,0
3793,2,23,1,1
3794,2,23,0,0
3795,2,42,1,0
3796,1,32,0,0
3797,2,26,0,0
3798,2,28,0,0
3799,2,38,0,0
3800,2,46,0,0
3801,2,31,1,1
3802,2,24,1,0
3803,2,28,0,0
3804,2,35,0,0
3805,1,33,0,0
3806,2,22,0,0
3807,1,45,1,0
3808,2,30,0,0
3809,2,28,0,0
3810,2,26,0,0
3811,1,28,1,1
3812,1,42,0,0
3813,2,29,0,0
3814,2,44,0,0
3815,2,29,1,0
3816,2,29,0,0
3817,2,35,0,0
3818,1,44,0,0
3819,2,47,0,0
3820,1,27,0,0
3821,2,41,1,1
3822,2,40,1,0
3823,1,26,0,0
3824,1,32,1,0
3825,2,27,0,0
3826,1,27,0,0
3827,1,26,0,0
3828,2,29,0,0
3829,1,29,0,0
3830,1,28,0,0
3831,2,23,0,0
3832,2,27,0,0
3833,1,30,1,1
3834,2,53,0,0
3835,2,30,0,0
3836,1,47,0,0
3837,2,35,0,0
3838,2,52,0,0
3839,2,45,0,0
3840,2,37,0,0
3841,2,35,1,0
3842,1,30,0,0
3843,2,30,1,0
3844,1,28,0,0
3845,1,32,0,0
3846,2,33,0,0
3847,1,29,1,0
3848,1,40,0,0
3849,2,47,0,0
3850,2,23,0,0
3851,2,30,0,0
3852,1,30,0,0
3853,2,42,0,0
3854,1,30,1,0
3855,1,40,0,1
3856,1,28,0,0
3857,1,25,0,0
3858,2,44,0,0
3859,2,39,0,0
3860,2,44,0,0
3861,2,35,0,0
3862,2,43,0,0
3863,2,45,0,0
3864,2,27,0,0
3865,2,46,0,0
3866,1,38,0,0
3867,1,25,0,0
3868,2,45,0,0
3869,2,34,0,0
3870,1,29,0,0
3871,2,25,0,0
3872,1,50,0,0
3873,1,27,1,1
3874,1,29,0,0
3875,1,31,0,0
3876,2,36,1,0
3877,1,24,1,1
3878,2,24,0,0
3879,1,27,1,1
3880,1,41,0,0
3881,1,46,0,0
3882,1,25,0,0
3883,1,35,0,0
3884,2,34,0,0
3885,1,45,0,0
3886,2,34,0,0
3887,2,33,1,0
3888,1,30,0,0
3889,1,26,0,0
3890,2,22,0,0
3891,2,26,0,0
3892,1,26,0,0
3893,2,57,0,0
3894,2,27,0,0
3895,2,24,0,0
3896,1,33,0,0
3897,2,42,0,0
3898,1,24,1,1
3899,1,34,0,0
3900,2,34,0,0
3901,1,52,0,0
